Exajoules,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2019,2008-18,2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USSR,4.38,4.89,5.38,5.81,6.21,6.82,7.46,7.84,8.53,9.04,9.87,10.86,11.64,12.41,13.17,13.57,14.37,15.52,16.64,18.16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.12,1.08,1.13,1.12,1.18,1.26,1.26,1.27,1.39,1.41,1.44,1.5,1.47,1.48,1.71,1.75,1.77,1.82,1.64,1.66,1.69,1.56,1.69,1.59,1.59,1.59,1.7,1.66,1.66,1.75,1.67,1.56,1.55,1.6,1.56,-2.20%,0.10%,1.10%
Other CIS,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.28,0.27,0.3,0.39,0.44,0.4,0.33,0.3,0.22,0.19,0.18,0.2,0.21,0.22,0.17,0.16,0.17,0.16,0.14,0.17,0.18,0.19,0.21,0.21,0.19,0.19,0.2,0.21,0.17,0.19,0.19,0.19,0.18,0.21,0.2,-6.00%,-0.10%,0.10%
Total CIS,4.38,4.89,5.38,5.81,6.21,6.82,7.46,7.84,8.53,9.04,9.87,10.86,11.64,12.41,13.17,13.57,14.37,15.52,16.64,18.16,15.63,16.04,16.91,17.82,18.22,18.4,18.74,18.19,18,16.91,16.41,16.6,15.39,15.97,16.14,16.28,16.7,16.81,17.12,17.71,18.03,18.73,19.14,18.77,18,19.13,19.78,19.63,19.34,19.44,19.08,19.4,19.79,20.96,20.65,-1.50%,1.10%,14.60%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,0.03,0.03,0.03,0.03,0.04,0.09,0.11,0.12,0.15,0.15,0.15,0.17,0.18,0.14,0.18,0.16,0.18,0.24,0.28,0.32,0.35,0.33,0.41,0.45,0.56,0.82,0.96,1.1,0.59,0.94,1.15,1.35,1.43,1.66,1.98,2.14,2.4,2.82,2.89,3.36,3.49,3.81,4.27,4.53,4.85,5.2,5.51,5.49,5.54,6.24,6.62,7.07,7.53,8.07,8.05,-0.20%,5.90%,5.70%
Iraq,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.06,0.04,0.04,0.06,0.04,0.02,0.02,0.02,0.02,0.03,0.05,0.13,0.19,0.22,0.14,0.06,0.08,0.09,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.09,0.08,0.05,0.03,0.05,0.05,0.16,0.23,0.25,0.26,0.23,0.23,0.25,0.27,0.26,0.36,0.41,0.53,0.72,36.50%,8.50%,0.50%
Israel,^,^,^,^,0.01,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,0.04,0.06,0.08,0.09,0.13,0.14,0.18,0.17,0.09,0.24,0.26,0.29,0.33,0.36,0.38,0.39,2.40%,11.30%,0.30%
Kuwait,0.06,0.08,0.09,0.11,0.13,0.07,0.07,0.09,0.1,0.1,0.11,0.13,0.14,0.16,0.21,0.14,0.16,0.13,0.14,0.15,0.14,0.2,0.16,0.23,0.28,0.14,0.02,0.09,0.19,0.2,0.32,0.32,0.32,0.32,0.3,0.33,0.32,0.3,0.34,0.37,0.42,0.42,0.39,0.43,0.43,0.5,0.57,0.63,0.64,0.64,0.73,0.76,0.76,0.76,0.85,11.20%,5.80%,0.60%
Oman,-,-,-,-,-,-,-,-,-,-,-,-,-,0.01,0.02,0.02,0.03,0.03,0.04,0.05,0.06,0.07,0.08,0.08,0.08,0.09,0.09,0.1,0.09,0.1,0.12,0.13,0.15,0.16,0.17,0.28,0.3,0.32,0.34,0.31,0.39,0.43,0.44,0.48,0.49,0.59,0.65,0.71,0.78,0.77,0.83,0.82,0.84,0.9,0.9,0.10%,6.50%,0.60%
Qatar,^,^,^,0.02,0.03,0.04,0.04,0.04,0.06,0.05,0.07,0.04,0.06,0.06,0.16,0.18,0.16,0.19,0.2,0.22,0.2,0.22,0.21,0.22,0.23,0.23,0.28,0.47,0.5,0.5,0.5,0.35,0.37,0.4,0.46,0.41,0.38,0.41,0.47,0.57,0.64,0.64,0.69,0.75,0.77,0.91,1.03,1.21,1.28,1.39,1.53,1.45,1.44,1.49,1.48,-0.70%,7.20%,1.00%
Saudi Arabia,0.02,0.03,0.03,0.04,0.05,0.06,0.05,0.05,0.06,0.08,0.09,0.1,0.14,0.19,0.24,0.33,0.39,0.41,0.4,0.62,0.64,0.86,0.92,1,1.02,1.15,1.2,1.31,1.37,1.46,1.47,1.52,1.55,1.6,1.58,1.7,1.84,1.94,2.05,2.25,2.44,2.51,2.55,2.75,2.68,3,3.16,3.4,3.42,3.5,3.57,3.79,3.93,4.04,4.09,1.40%,3.90%,2.90%
United Arab Emirates,-,-,0.02,0.02,0.02,0.03,0.05,0.05,0.06,0.06,0.06,0.07,0.12,0.14,0.15,0.17,0.22,0.23,0.21,0.29,0.36,0.43,0.49,0.5,0.61,0.59,0.71,0.66,0.69,0.8,0.87,0.95,1.02,1.07,1.1,1.1,1.13,1.28,1.33,1.41,1.48,1.52,1.73,2.09,2.07,2.13,2.22,2.3,2.33,2.28,2.58,2.62,2.69,2.68,2.74,2.20%,2.50%,1.90%
Other Middle East,^,^,^,0.01,0.01,0.02,0.03,0.04,0.06,0.07,0.08,0.08,0.09,0.1,0.11,0.09,0.08,0.13,0.14,0.14,0.18,0.21,0.2,0.23,0.26,0.28,0.28,0.32,0.33,0.35,0.37,0.39,0.46,0.52,0.53,0.53,0.55,0.58,0.63,0.6,0.62,0.68,0.7,0.75,0.82,0.91,0.79,0.73,0.76,0.75,0.81,0.83,0.85,0.81,0.89,9.90%,0.90%,0.60%
Total Middle East,0.14,0.17,0.2,0.26,0.31,0.34,0.38,0.43,0.52,0.55,0.61,0.66,0.77,0.84,1.14,1.14,1.24,1.38,1.41,1.82,1.96,2.37,2.6,2.89,3.26,3.44,3.6,4.12,3.86,4.46,4.91,5.12,5.41,5.84,6.23,6.6,7.01,7.73,8.11,8.94,9.59,10.15,11.02,12.14,12.5,13.68,14.33,14.79,15.24,16.11,17.22,18.03,18.8,19.65,20.1,2.30%,4.90%,14.20%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algeria,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.06,0.07,0.1,0.12,0.13,0.21,0.29,0.39,0.51,0.58,0.64,0.56,0.55,0.61,0.62,0.7,0.66,0.7,0.69,0.72,0.64,0.68,0.73,0.75,0.7,0.72,0.74,0.69,0.71,0.7,0.74,0.76,0.8,0.82,0.84,0.88,0.94,0.91,0.96,1.08,1.16,1.3,1.37,1.39,1.42,1.56,1.63,4.20%,5.90%,1.20%
Egypt,^,^,^,^,^,^,^,^,^,^,^,0.01,0.02,0.03,0.04,0.08,0.08,0.09,0.11,0.14,0.17,0.2,0.22,0.24,0.27,0.28,0.31,0.34,0.39,0.42,0.44,0.45,0.46,0.47,0.57,0.69,0.85,0.92,1.03,1.1,1.09,1.26,1.33,1.42,1.47,1.56,1.72,1.82,1.78,1.66,1.66,1.78,2.01,2.15,2.12,-1.10%,4.20%,1.50%
Morocco,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,-5.20%,5.80%,?
South Africa,-,-,-,-,-,-,^,^,^,^,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.07,0.07,0.07,0.05,0.05,0.05,0.04,0.03,0.03,0.04,0.04,0.05,0.05,0.04,0.09,0.12,0.13,0.14,0.14,0.12,0.15,0.15,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.15,-4.20%,1.30%,0.10%
Eastern Africa,-,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.05,0.06,0.07,0.07,0.07,0.08,11.10%,12.70%,0.10%
Middle Africa,^,^,^,^,^,^,^,0.01,0.02,0.02,0.01,^,^,^,^,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.05,0.07,0.08,0.09,0.11,0.11,0.1,0.12,0.12,0.13,0.15,0.15,0.13,0.13,0.14,0.18,0.19,0.18,0.16,-9.50%,4.40%,0.10%
Western Africa,^,0.01,0.01,0.01,^,^,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.04,0.05,0.06,0.08,0.09,0.1,0.1,0.09,0.11,0.1,0.13,0.15,0.14,0.13,0.15,0.17,0.15,0.17,0.21,0.2,0.25,0.18,0.26,0.33,0.4,0.42,0.4,0.41,0.36,0.45,0.42,0.32,0.31,0.44,0.47,0.46,0.58,0.86,0.76,0.79,0.84,0.86,2.50%,7.20%,0.60%
Other Northern Africa,^,^,^,^,^,0.01,0.01,0.02,0.04,0.04,0.06,0.05,0.06,0.07,0.14,0.13,0.12,0.11,0.11,0.12,0.16,0.19,0.19,0.19,0.24,0.22,0.21,0.22,0.22,0.24,0.26,0.27,0.28,0.29,0.26,0.29,0.32,0.31,0.3,0.38,0.37,0.34,0.37,0.4,0.42,0.44,0.37,0.39,0.44,0.41,0.35,0.37,0.36,0.36,0.36,0.40%,-1.10%,0.30%
Other Southern Africa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n/a,n/a,?
Total Africa,0.03,0.04,0.04,0.04,0.04,0.06,0.07,0.09,0.14,0.16,0.19,0.22,0.25,0.35,0.54,0.67,0.82,0.89,0.98,0.94,1,1.13,1.16,1.29,1.34,1.44,1.45,1.52,1.49,1.55,1.66,1.74,1.71,1.8,1.81,2,2.31,2.45,2.61,2.84,2.94,3.07,3.27,3.41,3.44,3.56,3.86,4.14,4.2,4.32,4.62,4.75,5.04,5.36,5.4,0.90%,4.60%,3.80%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,^,^,^,^,0.01,0.06,0.09,0.13,0.17,0.19,0.21,0.25,0.28,0.3,0.35,0.4,0.43,0.42,0.46,0.45,0.48,0.53,0.54,0.55,0.6,0.6,0.58,0.6,0.62,0.69,0.7,0.7,0.69,0.71,0.73,0.74,0.8,0.82,0.83,0.84,0.84,0.93,1.04,1.03,1.05,1.22,1.27,1.27,1.34,1.44,1.52,1.5,1.48,1.49,1.93,29.70%,3.80%,1.40%
Bangladesh,-,-,-,-,-,-,-,0.02,0.02,0.02,0.02,0.03,0.04,0.04,0.05,0.05,0.05,0.06,0.07,0.08,0.09,0.1,0.12,0.14,0.15,0.16,0.17,0.18,0.21,0.22,0.24,0.26,0.26,0.28,0.3,0.33,0.37,0.38,0.41,0.44,0.48,0.52,0.55,0.59,0.67,0.69,0.7,0.77,0.79,0.83,0.93,0.95,0.96,0.99,1.24,25.30%,5.30%,0.90%
China,0.04,0.05,0.05,0.05,0.07,0.1,0.14,0.18,0.22,0.27,0.32,0.37,0.44,0.5,0.53,0.52,0.46,0.43,0.44,0.45,0.47,0.5,0.5,0.52,0.55,0.56,0.56,0.57,0.61,0.64,0.64,0.67,0.71,0.73,0.78,0.89,1,1.06,1.23,1.44,1.69,2.08,2.56,2.95,3.25,3.92,4.87,5.43,6.19,6.78,7.01,7.54,8.66,10.19,11.06,8.60%,13.20%,7.80%
China Hong Kong SAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,0.07,0.11,0.1,0.11,0.1,0.1,0.1,0.06,0.09,0.09,0.1,0.09,0.11,0.1,0.13,0.1,0.09,0.09,0.09,0.11,0.11,0.11,0.11,0.11,3.30%,0.10%,0.10%
India,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.05,0.05,0.06,0.07,0.04,0.07,0.09,0.11,0.13,0.16,0.22,0.25,0.29,0.35,0.42,0.46,0.52,0.53,0.57,0.65,0.71,0.77,0.85,0.87,0.91,0.92,0.96,1.02,1.1,1.24,1.29,1.4,1.44,1.77,2.12,2.17,2.01,1.76,1.75,1.72,1.83,1.93,2.09,2.15,2.70%,3.80%,1.50%
Indonesia,0.02,0.02,0.02,0.02,0.04,0.05,0.05,0.04,0.03,0.04,0.09,0.09,0.18,0.21,0.27,0.26,0.26,0.24,0.33,0.38,0.45,0.49,0.5,0.53,0.6,0.62,0.71,0.78,0.82,0.97,1.03,1.07,1.12,1.08,1.17,1.19,1.23,1.34,1.42,1.3,1.31,1.34,1.25,1.43,1.52,1.59,1.54,1.55,1.6,1.59,1.65,1.61,1.56,1.6,1.58,-1.60%,1.20%,1.10%
Japan,0.07,0.07,0.07,0.08,0.08,0.13,0.14,0.14,0.19,0.26,0.31,0.38,0.46,0.65,0.77,0.91,0.91,0.93,1,1.35,1.44,1.47,1.5,1.6,1.66,1.81,1.92,1.99,2,2.14,2.18,2.33,2.42,2.49,2.62,2.72,2.8,2.74,3.01,2.9,2.98,3.19,3.43,3.57,3.33,3.6,4.03,4.44,4.45,4.49,4.27,4.19,4.21,4.17,3.89,-6.60%,1.60%,2.80%
Malaysia,-,-,-,-,-,^,^,^,^,0.01,0.01,0.01,0.01,0.08,0.11,0.09,0.08,0.1,0.14,0.17,0.17,0.26,0.26,0.26,0.3,0.28,0.42,0.46,0.45,0.47,0.49,0.59,0.73,0.74,0.84,1.04,1,1.01,1.09,1.18,1.35,1.4,1.45,1.57,1.44,1.37,1.38,1.51,1.6,1.61,1.69,1.62,1.62,1.48,1.52,3.10%,-0.60%,1.10%
New Zealand,-,-,-,-,-,^,^,0.01,0.01,0.01,0.01,0.03,0.05,0.05,0.03,0.03,0.04,0.07,0.07,0.09,0.12,0.15,0.14,0.16,0.09,0.16,0.17,0.18,0.18,0.17,0.16,0.18,0.2,0.17,0.2,0.21,0.22,0.21,0.16,0.15,0.14,0.14,0.15,0.14,0.14,0.16,0.14,0.16,0.17,0.19,0.18,0.17,0.18,0.16,0.17,8.90%,1.20%,0.10%
Pakistan,0.05,0.06,0.07,0.08,0.1,0.1,0.1,0.1,0.11,0.12,0.14,0.14,0.15,0.16,0.18,0.22,0.24,0.26,0.25,0.26,0.27,0.28,0.3,0.32,0.34,0.37,0.4,0.39,0.45,0.46,0.47,0.51,0.51,0.54,0.61,0.65,0.68,0.74,0.92,1.1,1.17,1.2,1.22,1.25,1.25,1.27,1.27,1.32,1.28,1.26,1.32,1.39,1.47,1.57,1.64,4.80%,2.30%,1.20%
Philippines,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,^,^,^,^,^,0.06,0.09,0.09,0.11,0.11,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.12,0.14,0.14,0.15,0.15,-0.20%,1.00%,0.10%
Singapore,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.16,0.17,0.18,0.22,0.22,0.29,0.29,0.31,0.33,0.3,0.3,0.32,0.36,0.37,0.42,0.43,0.44,0.44,0.46,3.70%,3.50%,0.30%
South Korea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,0.08,0.1,0.1,0.11,0.13,0.17,0.22,0.29,0.35,0.46,0.56,0.52,0.63,0.71,0.78,0.87,0.91,1.07,1.14,1.21,1.31,1.34,1.28,1.62,1.74,1.89,1.98,1.8,1.64,1.72,1.79,2.08,2.01,-3.20%,4.50%,1.40%
Sri Lanka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a
Taiwan,0.01,0.01,0.01,0.02,0.02,0.02,0.04,0.05,0.05,0.06,0.06,0.07,0.08,0.07,0.07,0.07,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.05,0.08,0.11,0.11,0.12,0.14,0.16,0.16,0.19,0.22,0.23,0.24,0.26,0.29,0.3,0.37,0.37,0.4,0.42,0.46,0.45,0.56,0.61,0.64,0.65,0.68,0.73,0.75,0.84,0.85,0.84,-1.70%,6.40%,0.60%
Thailand,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.01,0.05,0.06,0.09,0.12,0.13,0.17,0.21,0.2,0.22,0.27,0.29,0.33,0.37,0.38,0.44,0.56,0.59,0.66,0.76,0.88,0.96,1.02,1.07,1.15,1.19,1.27,1.33,1.37,1.56,1.6,1.75,1.76,1.8,1.83,1.82,1.8,1.8,1.83,1.60%,3.10%,1.30%
Vietnam,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,^,^,^,^,^,^,^,^,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.05,0.06,0.07,0.08,0.08,0.14,0.22,0.24,0.25,0.26,0.28,0.33,0.29,0.32,0.34,0.35,0.37,0.37,0.34,0.35,0.35,2.00%,2.90%,0.30%
Other Asia Pacific,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.07,0.06,0.05,0.06,0.04,0.06,0.07,0.08,0.08,0.09,0.09,0.1,0.11,0.11,0.1,0.09,0.08,0.09,0.11,0.12,0.13,0.16,0.15,0.16,0.14,0.15,0.13,0.13,0.14,0.16,0.17,0.2,0.21,0.23,0.23,0.2,0.24,0.27,0.31,0.31,0.36,0.43,0.41,0.41,0.41,0.37,-8.90%,5.90%,0.30%
Total Asia Pacific,0.2,0.22,0.26,0.28,0.37,0.51,0.61,0.71,0.87,1.09,1.26,1.46,1.8,2.16,2.47,2.65,2.68,2.78,3.08,3.6,3.91,4.27,4.53,4.83,5.07,5.47,6,6.41,6.72,7.32,7.66,8.37,9.04,9.24,9.98,10.74,11.4,11.93,12.92,13.69,14.71,15.82,17.04,18.13,18.56,20.8,22.44,23.92,24.79,25.52,25.93,26.55,27.94,29.92,31.32,4.70%,5.10%,22.10%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total World,22.69,24.73,26.55,28.96,31.8,34.61,37.05,39.1,40.96,41.96,41.98,44.48,45.94,47.86,50.83,51.26,51.82,52.09,52.93,57.25,58.54,59.11,62.21,65.12,67.93,70.14,71.91,72.24,72.97,73.42,75.99,79.79,79.32,80.78,83.07,86.4,87.59,90.19,92.71,96.25,98.87,101.43,105.57,108.09,105.88,113.78,116.54,119.59,121.56,122.38,125.21,128.12,131.71,138.66,141.45,2.00%,2.50%,100.00%
of which: OECD,16.98,18.37,19.53,21.36,23.56,25.61,27.24,28.72,29.51,29.75,28.63,29.71,29.89,30.62,32.12,31.84,31.26,29.89,29.25,31.38,31.64,30.65,32.36,33.42,35.11,35.82,37.12,37.85,39.14,40.07,42.22,44.41,44.84,45.11,46.4,48.31,47.89,49.02,49.7,50.51,50.97,51.06,52.93,53.72,52.03,55.55,55.36,56.66,57.85,56.95,58.14,59.37,60.1,63.24,64.84,2.50%,1.60%,45.80%
                 Non-OECD,5.71,6.35,7.02,7.6,8.25,9,9.81,10.38,11.45,12.21,13.35,14.77,16.05,17.25,18.72,19.42,20.56,22.19,23.68,25.86,26.9,28.46,29.85,31.69,32.82,34.32,34.79,34.39,33.83,33.34,33.77,35.38,34.48,35.66,36.67,38.09,39.7,41.17,43.01,45.74,47.9,50.38,52.64,54.36,53.85,58.24,61.17,62.93,63.71,65.43,67.07,68.76,71.61,75.42,76.61,1.60%,3.30%,54.20%
                 European Union #,1.35,1.53,1.83,2.38,3.07,3.87,4.77,5.8,6.59,7.47,8.01,8.71,9.1,9.45,9.97,9.93,9.82,9.6,9.97,10.43,10.99,11.16,11.69,11.59,11.88,12.46,12.87,12.51,13.01,12.95,13.99,15.41,15.16,15.62,16.14,16.57,17,17.05,17.78,18.24,18.65,18.42,18.21,18.6,17.44,18.77,16.95,16.53,16.23,14.45,15.07,16.16,16.7,16.46,16.9,2.70%,-1.20%,12.00%
