Year,Argentina,Australia,Burundi,Benin,Burkina Faso,Bangladesh,Brazil,Botswana,Central African Republic,Chile,Cote d'Ivoire,"Congo, Rep.",Colombia,Costa Rica,Dominican Republic,Algeria,Early-demographic dividend,Ecuador,France,Greece,Guatemala,Guyana,"Hong Kong SAR, China",Honduras,Indonesia,India,Jamaica,"Korea, Rep.",Latin America & Caribbean (excluding high income),Latin America & Caribbean,Sri Lanka,Lower middle income,Morocco,Madagascar,Mexico,Malawi,Malaysia,Niger,Nicaragua,Pakistan,Peru,Philippines,Rwanda,South Asia,Singapore,Sweden,Togo,Thailand,Latin America & the Caribbean (IDA & IBRD countries),South Asia (IDA & IBRD),Turkey,Uganda,Uruguay,South Africa
1993,19.68811042,23.64667674,11.54014928,16.05813651,19.45939738,17.94683201,20.84635875,28.77953098,10.57848181,28.14629716,9.793071084,29.49611893,24.94213311,21.26665718,19.75813793,29.09090776,23.64730077,21.07743002,19.5434101,24.18197021,17.24628543,40.42814136,27.24986842,30.76104643,28.28067311,24.39922099,25.26193248,37.65429611,20.98477096,21.21326609,25.55723479,25.3137717,26.47419556,37.87512495,23.02057622,15.17122562,39.1837114,6.416446924,19.46602168,20.70199735,19.07140457,23.98137077,16.74702088,23.67785782,37.20204936,19.08403072,7.477953871,39.65614664,21.49159144,23.67785782,26.61560909,15.24578648,15.64129551,15.1623208
1994,19.96562325,24.31611334,6.974127152,17.80221471,27.16616165,18.40255619,22.99348937,25.98254421,11.70605363,25.73130213,13.71571807,54.48613543,25.53844675,20.99541235,21.00439561,30.08014286,23.38285671,21.28627174,20.31737475,22.78915455,15.68129958,27.22287779,31.37927421,34.49427149,29.57068775,27.19160601,24.23185867,38.51260183,22.16131132,22.24419706,27.02716704,26.66232861,25.66747298,32.87287107,24.92335243,29.09818147,41.20208123,12.84906277,17.53131976,19.41882796,22.24713174,24.06280937,9.982509017,25.88391794,32.91205931,20.41774015,15.04350715,40.90778485,22.55932719,25.88391794,21.32053293,14.68182634,15.87163413,17.72010326
1995,18.50041051,26.047027,6.363436388,21.41976714,23.92534288,19.11979582,17.29234635,27.13013375,14.11903115,27.67004583,15.59844581,36.57264249,25.79874333,19.74293207,20.04953703,30.90855625,23.88419258,19.82476483,20.51313622,22.47159269,15.0551087,33.22868326,34.29070085,28.92652158,30.42981109,27.79144209,25.25957395,38.94948795,19.01294165,19.424094,25.73108786,26.13864849,25.39394203,8.870919191,20.96587176,17.39213919,43.63990237,11.90586607,18.92908425,18.54552334,24.73911344,22.4505247,13.40913299,26.31365346,33.8813128,20.84652971,16.12978132,42.8626944,19.6142535,26.31365346,25.47355727,12.41202536,15.40771142,19.16665189
1996,19.62387245,24.85126014,8.209806157,17.55116797,24.94470713,20.7299506,17.26694638,23.44352121,7.275021434,27.84967073,12.11207057,32.79041317,22.15093866,17.9117927,20.05426754,25.67841235,23.83076848,18.53781543,19.62226875,23.3538692,12.68678211,31.85720693,31.80034664,28.53412384,31.60236064,26.04156625,25.55400098,39.42351944,18.9252288,19.37368576,24.24908349,24.83251419,24.47144061,9.526116187,21.57212184,12.32708608,41.47919852,14.51833938,22.17680296,18.99665735,22.5867587,24.01582561,14.37042637,25.01561228,35.04012456,20.60800415,18.76866782,42.53268871,19.43016606,25.01561228,24.55131495,20.17268942,15.24021227,18.04002767
1997,20.82605155,24.91666532,6.096849475,18.54485643,27.39177838,21.81621451,17.76398561,24.0519866,10.08018914,27.77917306,14.42444857,22.23338497,20.92375062,20.26459036,22.10140526,22.44697411,24.62649975,20.30894446,19.45200139,22.44088073,13.68454175,31.88794199,34.20019037,29.48686527,30.30767579,28.1188399,25.69477369,37.18862188,20.41860221,20.78050187,24.38614266,25.66580326,24.92166377,10.1519133,22.59693366,11.59881201,42.97308327,13.5135643,26.28560012,17.91919654,23.78941932,24.77575911,13.80977944,26.64199691,38.16979721,20.4738117,16.28748215,34.27472926,20.87568538,26.64199691,25.11078627,18.17855649,16.84529339,17.71511711
1998,20.97076915,25.69099995,6.771614193,18.15515708,24.17456283,22.12141282,18.16475192,37.93667259,11.01276891,26.94382504,13.51926727,26.68437527,19.72807918,22.80616481,28.06937834,27.14848325,24.71295172,23.99565774,20.68051093,25.17549987,17.39551621,28.92075512,29.0038637,28.34876847,27.42950667,26.61656669,22.60066257,27.77904874,21.15730698,21.44227028,25.1367897,25.68858045,27.80506118,12.24653094,23.69316212,13.46502229,26.6749752,14.65328195,25.82443338,17.71119965,23.20495,23.38636185,14.80766112,25.4422753,31.49003763,21.59370711,16.43731469,20.07149552,21.59405507,25.4422753,23.85661366,16.44714507,17.33757807,17.99153951
1999,17.86292788,26.21436093,5.88493632,18.22709372,16.53726788,22.7213703,17.38955974,25.62595125,12.9619644,20.86982846,13.30789947,27.77202788,12.88013417,21.09099983,27.11277108,26.23988636,23.45168661,19.62846281,21.36389819,24.149708,17.35399322,24.99795472,24.97950925,31.78360771,22.13875931,29.28629269,21.26335084,31.01282773,19.37171284,19.55810937,27.29051514,25.96984724,25.83248185,12.2933453,22.57876667,14.65000729,22.38200051,11.20215203,33.00268271,15.56494244,20.66125433,18.95821764,13.14879463,27.45803648,32.69147536,21.77493074,13.33985981,20.17340505,19.62633144,27.45803648,21.3416841,19.54912064,15.07533096,17.03509901
2000,17.53348744,26.3080439,2.78113771,16.00840245,15.50423907,23.80856257,18.90311927,29.55108039,11.07229594,22.11674947,10.4845624,22.6259542,14.89562703,20.73621629,27.8926622,23.56065383,22.9220447,21.27872101,22.48805446,25.82568675,17.83538743,23.77598249,27.58240928,28.28843121,22.24569693,26.67918328,23.46333789,32.8936287,20.00848553,20.16501699,28.03927368,24.51661825,26.35569717,11.93054641,22.95818123,13.56469858,26.86748915,13.03616454,26.65475319,17.57883373,19.62798476,15.68436416,13.37599967,25.66531646,35.174036,22.91002516,15.30447274,22.28260569,20.25762956,25.66531646,23.80016165,19.48382172,14.4570209,16.3653252
2001,15.62596533,23.47978771,4.468258563,17.75272024,12.76040128,24.17430673,18.7418603,29.88813662,10.24082921,22.36678545,10.51608017,26.35663721,16.03225135,20.14244599,26.77064407,26.8428274,22.28173983,22.34919319,22.16486803,25.69133517,19.65917041,21.5703447,25.49120382,26.00094413,22.53926632,26.65839797,25.8803612,31.60293756,19.51488478,19.61627123,22.0040128,24.87434258,27.61469972,14.50921734,20.83501268,14.89652953,24.39821997,13.70672439,24.30690783,17.40005904,18.15950517,18.94517588,13.72824423,25.49484607,27.6094318,22.96117275,16.34746632,23.11243721,19.74406394,25.49484607,18.13547079,19.30205942,14.32793979,15.74458201
2002,10.85390524,24.49310775,3.948660199,14.83372253,13.89330596,24.34141614,17.44907948,30.19380521,9.624946666,22.33307575,9.364770174,23.40759656,17.25154184,19.92750133,26.95675568,30.65357743,22.3249406,23.70237849,21.31558247,24.74970466,20.55392792,20.86049903,23.18095242,24.25843833,21.40407021,27.21512053,27.33771823,31.09283276,18.04465775,18.19903663,23.28905072,24.90697842,27.21162871,10.97024314,20.70577508,12.30359638,24.77734315,14.53227812,22.43231223,16.11533591,17.96814589,20.45913714,13.48071979,25.74983047,25.07361279,22.13939999,16.9815002,22.74419377,18.33451975,25.74983047,21.2431586,20.2174228,13.07290595,16.27796741
2003,14.1469621,26.01628046,7.868790037,15.16379004,17.17812481,24.67918886,16.8566884,30.14300769,6.404792507,21.04101861,9.079177833,26.09032417,18.68181902,19.00525936,19.40916274,30.34041581,23.32449792,19.58955329,21.18612886,27.374885,20.30059505,20.95211587,22.37964014,25.28088236,25.59849839,29.50377002,26.24763549,32.27961522,17.66522695,17.8352059,22.02046895,26.20097812,29.03533518,13.72456569,21.09587417,12.92234037,22.76338506,13.8303818,22.25050899,16.67059578,17.51028937,19.52873561,13.85840273,27.63822056,17.22452487,21.94580387,14.64031662,23.82929867,17.97593089,27.63822056,22.47351476,20.98414158,15.20630885,17.10588445
2004,17.55127036,27.17193995,10.34709713,15.21860513,17.6122209,24.99183394,17.91256834,31.47970201,6.812138026,19.77894959,10.1012411,22.52034084,19.44099661,18.99110042,20.62734865,33.2634044,25.59977549,20.19900654,21.88960334,25.30716964,20.84655363,23.54568087,22.35743374,29.66555733,24.05636637,36.08697529,26.46721089,32.54955312,19.09702291,19.130856,25.25376152,29.3381877,30.93419179,21.15102512,21.49498948,13.75468618,23.0495646,12.4317364,24.11100278,16.43436806,16.85568254,20.73100745,15.03255078,33.07560842,22.89246167,21.85341358,14.06425683,25.6814147,19.31054034,33.07560842,25.20531082,20.14568992,17.4684628,18.46659574
2005,18.88826414,27.55886731,18.2,12.08604489,19.35712281,25.83043551,17.20488348,27.15034196,9.864817356,21.84016717,13.93881658,20.19022881,21.65624131,19.0529303,24.77307115,31.65696906,26.12814148,21.63710123,22.45262344,22.09927821,19.7358827,24.78477367,21.05982119,27.62297589,25.08140994,38.07579251,26.94237701,32.50818478,19.40395448,19.49430352,26.82745552,30.16034114,30.27960726,19.3271127,22.12623426,17.09475377,22.39641781,19.23307187,25.88521373,17.72223714,17.28381768,18.56653007,15.77926475,34.92307475,21.50693625,22.27898543,16.4928828,30.42075086,19.65855232,34.92307475,27.0335475,22.35514586,17.69885809,18.31497742
2006,18.68048724,27.60444788,18.51298572,12.87346512,17.21898282,26.14414575,17.8164739,25.90469664,10.23421102,20.81581803,10.59140593,21.63245666,22.9389629,21.21883042,26.9268715,30.17114627,27.1214273,22.45981393,23.23771164,26.15190167,20.82414078,28.36570259,22.28514831,28.34192973,25.40021729,38.89730246,28.4225128,32.99330799,20.36379415,20.37781332,27.97990935,30.56227617,30.90230834,20.311268,22.82291704,20.01404169,22.70352422,19.70761699,28.25274744,19.33199938,19.65060237,16.01533777,15.89839466,35.80662803,22.37926344,23.25590037,18.48814191,27.01164339,20.55016077,35.80662803,29.56523749,21.13037002,19.46057338,20.18299445
2007,20.0991132,27.57140898,15.1864583,16.376868,18.77704388,26.17849707,19.81932597,30.79236437,10.68724058,20.84546483,12.67022898,21.81255483,23.45428069,23.46512958,28.35139098,34.46952282,28.60738612,22.70482793,24.1648123,27.13109788,20.8312075,24.66831099,21.3960755,33.66530061,24.92028385,41.93082687,26.57119436,33.09748305,21.83126552,21.77186565,27.95214336,32.24056993,33.88537983,26.51793134,23.11880995,23.06912807,23.40953497,18.87307979,31.30485579,18.78706931,22.03238732,16.12864711,17.7043285,38.14561112,23.06595291,24.88150089,17.89447232,25.49601429,22.02387247,38.14561112,28.71373288,22.08305527,19.52605525,20.9855217
2008,19.57277588,28.66459472,13.40895869,13.74042066,21.28793252,26.2022714,21.61938284,36.18710855,12.72849237,26.81762984,12.06917563,18.30297886,23.72092145,24.86344631,30.02372255,37.34799026,28.56788046,26.38750759,24.12988486,24.51129226,16.4020969,24.0150082,21.04121437,36.06596984,27.81624458,37.85054999,24.35053998,33.6668294,22.77697323,22.93098619,27.55238306,30.90681428,39.08912504,38.74609785,24.10684385,23.22912054,21.45830438,26.43271676,33.60226486,19.20584498,26.17834594,18.96714692,22.41663659,34.91524444,30.15967637,24.59070298,21.18491713,28.22643495,23.17321206,34.91524444,28.93590411,22.97777384,23.20809466,23.15016528
2009,16.05311236,27.39605363,18.97487302,14.86571873,20.53003998,26.20605702,18.79613505,38.9302334,13.20417248,21.05836895,8.696855236,22.51300625,21.98758309,18.43007075,23.57348335,46.87600321,28.19953669,25.63926505,21.33315982,18.33789732,13.05295465,26.1784475,21.84686409,20.59944375,30.98519241,40.11223583,21.05626776,29.39998973,20.24486877,20.22839717,24.43386575,31.55725634,35.04622015,37.22189435,22.88891649,24.46288532,17.83569496,28.43566671,23.20028911,17.54948045,19.97867798,17.4317212,22.07153627,36.50029142,27.37011521,21.03663181,22.09626187,20.63639838,20.47044544,36.50029142,23.01843719,23.79764539,19.6247745,20.70489939
2010,17.70553381,26.85114098,17.16038243,15.60808921,22.28251183,26.24665618,21.80132157,41.41207236,16.8437813,23.13998612,13.43703222,20.52317828,21.88876227,19.71485953,26.37996593,41.43150205,28.65573391,28.03731307,21.9462945,17.04824115,13.93750888,20.92910069,23.89046642,21.87984069,32.88012145,40.2202988,20.20652665,32.55211358,21.58407907,21.57873923,30.35247245,31.03205388,34.07441016,27.02739056,22.79309499,22.82318609,23.3865411,32.67886849,24.8400186,15.80455796,23.76050904,20.44177114,21.58018328,36.6343513,27.65822752,22.96203724,22.0283241,25.35665463,21.89204051,36.6343513,26.9727642,23.65507589,19.40760551,19.51298134
2011,18.39845892,26.50721223,16.34574756,16.46255728,22.49441854,27.42097337,21.82627609,38.5754791,13.70846447,24.64276539,4.70372346,25.27250437,22.99559144,19.88936246,25.02625542,38.05606964,28.73008284,28.14239888,23.22090937,15.1046568,15.22919992,18.71255856,24.1431843,25.99999164,32.98433326,39.59041148,21.43633201,33.31942582,21.94689737,22.00194518,33.36387203,30.45778194,35.77700631,23.35116381,23.28120862,12.42477403,23.18825797,31.63628856,30.98306879,14.12062743,24.2008756,20.73993657,22.03391219,36.10888618,26.69199435,23.83427153,28.612578,26.79145825,22.33594937,36.10888618,31.2686938,25.20179612,20.88231098,19.72094808
2012,16.50198653,27.74255764,16.3242741,15.27631274,24.92963747,28.26233501,21.41722537,38.83979889,10.83397513,26.44943795,16.08978574,25.99644792,22.10464406,20.4795953,24.29574454,39.15865192,28.71487948,27.79583594,22.62663227,12.80315375,14.954571,16.74849175,25.22013354,24.56420879,35.07159361,38.34741567,19.93317231,31.31664675,21.91187571,22.08978872,39.05554097,29.88835773,35.01906518,20.16891327,23.88655517,12.04940544,25.74862137,29.31053155,31.01176243,15.0759584,24.60605631,19.56072797,24.53126128,35.37190195,29.26294267,22.59122553,25.58013682,28.02416571,22.42030942,35.37190195,28.30414969,24.78302719,22.91537974,19.96598504
2013,17.3057789,27.89579166,14.61992918,18.86187235,24.10787056,28.38962075,21.69376694,29.40907613,7.515324022,25.62556817,20.71073361,30.94451855,22.18254485,18.97722239,22.7236665,43.39045766,27.75719996,28.46705779,22.28719307,11.60104744,15.84262667,7.542454775,24.03038856,21.7603523,33.83135679,34.02320208,21.26229282,29.88532729,21.868822,22.00123046,33.24941584,28.09875442,34.67513361,16.51290975,22.49338333,12.70245804,25.9371067,29.69495002,30.90487239,14.95733196,25.57418187,20.64222411,25.75453699,31.75791832,29.97950219,22.52312585,27.39031376,27.45710118,22.33391062,31.75791832,29.77321057,27.93457055,22.48441198,21.16355695
2014,17.26288101,26.74563505,14.19999622,19.25758563,19.47927604,28.57787571,20.54841076,28.19912431,21.99079072,23.24126217,19.7395877,41.29999723,24.00331366,18.80662195,23.11293969,45.5547494,27.89287975,28.31443808,22.70983107,11.91102028,15.07116236,20.64687579,23.82246942,22.18383223,34.60034391,34.26780562,22.47607583,29.79047863,21.11111557,21.1952833,32.30951506,28.19585978,32.53790891,16.49068711,21.90240018,11.9855601,24.97760843,31.02985279,28.87932712,14.63527172,24.66612051,20.92397044,22.94824107,31.95108164,29.43000828,23.50411874,27.91729547,23.91902497,21.52869968,31.95108164,29.0333762,26.59031448,21.20281221,20.49949351
2015,17.07070488,26.27069662,12.17761858,20.73186635,18.86688097,28.88668925,17.41164254,32.60315329,21.80538045,23.78573234,23.48476251,40.87290974,23.77369229,18.43282008,23.44214517,50.78114248,27.92054303,26.87009832,22.71232406,10.21701144,14.8281551,15.45514718,21.54147973,25.11800475,34.06279218,32.11673009,21.35379131,29.52928082,19.65946672,19.83732184,31.1813887,27.82098059,30.80095147,15.99188375,23.27675001,12.22162442,25.42421413,32.17992038,33.4767491,15.70703082,24.30511436,21.34094787,25.2542828,30.31161751,25.35319302,24.42868979,32.22329522,22.35566829,20.14690525,30.31161751,28.36202462,23.81515308,19.70539043,20.91795716
2016,17.66322786,25.37197856,9.190553677,20.2720396,18.86150015,29.65256875,14.96954698,27.03190117,22.46346795,22.21193231,21.74283843,27.75958265,23.16741956,18.37741275,22.97219036,50.7782079,27.22948868,24.97903494,22.60939274,11.47456202,13.86196874,21.11955676,21.50878681,23.37712854,33.8587393,30.1726917,21.28134328,30.1426786,18.53882716,18.69631758,27.85217934,27.14027864,32.39129555,16.36599162,23.76881287,10.78027979,25.99548051,26.75198206,31.2004944,15.68612456,22.02131339,24.6185031,25.22323357,28.66138109,26.74276075,24.71538705,32.00869196,21.10223028,18.97465984,28.66138109,28.22663944,25.38024085,17.79838865,19.1609659
2017,18.75723171,24.07073605,8.805998394,23.96042223,23.59532223,30.51045153,14.63038628,27.63251562,25.6012512,21.25658342,20.12192618,21.78111434,21.59937684,19.32107903,22.47188432,48.04879493,27.51347342,26.28025933,23.43619001,12.50952614,13.61890264,20.72293128,22.07090063,24.82069477,33.7105948,30.81897705,22.53587138,32.28806347,18.20597832,18.3347633,31.59487287,27.42117213,32.6494262,15.80637733,22.97206713,13.19204948,25.55954589,28.27868897,29.91551608,16.15053518,20.71181371,25.55877386,23.83503023,29.47514808,27.35401758,25.7247096,23.61833617,22.9293146,18.59122698,29.47514808,30.99347289,24.61404269,15.16398362,18.80621345
2018,20.96583763,24.4908859,11.10343828,26.39232072,26.23961986,31.23492404,14.82937141,29.43262244,25.90158353,22.26445916,21.44216075,19.13252471,21.32552887,19.62788135,25.79567092,47.11068113,27.12079023,26.74776488,23.87173734,13.11190208,13.8786843,37.45532561,21.99739624,25.89710279,34.55931126,31.69840571,23.33656778,31.31023709,18.57803931,18.73827114,30.43523369,28.30578731,33.52065644,19.61483986,22.74755723,10.86511119,23.61377387,29.32577918,23.86519394,17.34249372,21.30182947,27.15058204,21.54256095,30.3581461,25.49090655,26.00839715,25.34670201,25.18727729,18.97341398,30.3581461,29.57913214,24.74118941,16.54907946,17.94037997
2019,18.16636754,23.2627516,12.26299983,25.62980058,26.0404038,31.57030455,15.11296848,33.15269985,23.15599432,22.77472574,21.0361773,18.79226668,22.30448962,17.88126937,27.3462897,44.33441935,26.30294327,24.95487043,24.15682349,12.54260479,14.51662629,36.78741922,18.91107608,22.29145412,33.76552073,30.21392263,23.33656778,31.19626204,18.16441075,18.34562819,27.38846199,28.58558315,32.1691243,21.93510458,21.40570355,12.30797693,20.92204943,30.52583239,17.13518232,15.61077006,20.85343302,26.18969408,26.10663475,28.94274078,24.85910746,25.15123577,28.01524634,23.94658768,18.34838558,28.94274078,25.08995221,26.46706916,16.16109172,17.58901357
