Year,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Arab World,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean small states,Cayman Islands,Central African Republic,Central Europe and the Baltics,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Early-demographic dividend,East Asia & Pacific,East Asia & Pacific (excluding high income),East Asia & Pacific (IDA & IBRD countries),Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Euro area,Europe & Central Asia,Europe & Central Asia (excluding high income),Europe & Central Asia (IDA & IBRD countries),European Union,Faroe Islands,Fiji,Finland,Fragile and conflict affected situations,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Heavily indebted poor countries (HIPC),High income,Honduras,"Hong Kong SAR, China",Hungary,IBRD only,Iceland,IDA & IBRD total,IDA blend,IDA only,IDA total,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. People’s Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Late-demographic dividend,Latin America & Caribbean,Latin America & Caribbean (excluding high income),Latin America & the Caribbean (IDA & IBRD countries),Latvia,Least developed countries: UN classification,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low & middle income,Low income,Lower middle income,Luxembourg,"Macao SAR, China",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Middle East & North Africa,Middle East & North Africa (excluding high income),Middle East & North Africa (IDA & IBRD countries),Middle income,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North America,North Macedonia,Northern Mariana Islands,Norway,Not classified,OECD members,Oman,Other small states,Pacific island small states,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Post-demographic dividend,Pre-demographic dividend,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Small states,Solomon Islands,Somalia,South Africa,South Asia,South Asia (IDA & IBRD),South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sub-Saharan Africa,Sub-Saharan Africa (excluding high income),Sub-Saharan Africa (IDA & IBRD countries),Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Upper middle income,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,World,"Yemen, Rep.",Zambia,Zimbabwe
1975,9.765258427,,45.4068269,,,,,,29.44104696,,,26.84308159,27.15860884,,,,6.147905815,19.22711926,,26.63223674,,19.30209116,,,23.02256952,,41.89986674,26.83887315,,,,23.104222,7.580076434,,,19.97386587,24.91913213,,,13.80130839,,20.52805596,,13.99438271,35.03571856,16.9925057,,,39.11192105,21.6410984,22.44457888,,25.95493528,,22.52917602,,22.47136377,,,24.51005779,24.48359598,32.59666775,32.87941306,32.87941306,20.57484429,25.94504956,22.12173205,,,,18.57579737,,25.51651221,25.45891597,,,25.66493213,,,36.16883114,,24.89401211,,62.67301038,8.545018007,,24.42246855,12.72004543,,36.41777403,,,,16.09479141,,15.39744471,33.06105263,,,24.96672508,18.95017794,22.94662123,,28.89560579,39.43481429,28.36457656,,,,18.95751875,20.34170457,41.39515121,,22.8685578,,31.04892525,23.77739056,25.76911344,34.51921843,,,18.13989346,4.800722485,,28.5263098,,12.72440457,,,30.9133307,25.80439696,26.25518118,25.79191717,,,,18.08318264,,,,,28.52434044,,21.6029351,19.98592838,,8.137158292,33.71719841,23.3790077,,15.5218721,21.56203669,,17.48889824,,23.69229091,,28.86300402,36.07643,36.07643,28.61483252,,,,,25.38793222,,,,,14.49520203,22.93766978,,27.67825782,21.41920522,14.31416965,,20.69872265,,,37.44624641,,24.77174149,35.62552273,,,16.38559852,,38.12491836,20.04245875,24.09853024,27.27403165,30.85317277,,19.45083875,25.03340422,,27.05316956,,,,13.73886825,,,,17.39784693,16.6283561,,,,38.8077531,,,,,,22.52613547,32.34229759,17.74262352,17.74262352,,30.10809638,15.57737894,,,,,,,,,,31.65953466,27.07889332,26.87552416,,,26.75041342,,27.66440006,27.59273354,,28.01768692,18.70927707,,,,8.05236391,,,23.7326105,20.27747575,30.21060774,18.89773733,,,37.36439228,,,,25.90912272,,,23.63248312
1976,13.65217359,,43.35027578,,,,,,30.72943959,,,26.46274359,28.51178189,,,,9.911362042,27.00843409,,26.97558073,,16.65218578,,,19.18524887,,33.77125193,23.11621066,,,,22.84450386,9.088417504,,,17.58845253,25.20135326,,,11.96626004,,17.05431382,,13.57252812,33.21976061,17.56270314,,,31.0038858,23.66219118,22.98922739,,25.98713369,,26.56483238,,25.41416063,,,22.3138555,25.92909613,31.53074386,31.3560148,31.3560148,21.05575904,21.62843421,19.61963253,,,,22.19409283,,26.55054712,26.52715115,,,26.6748541,,,29.22784243,,26.45921676,,73.49464609,11.75145705,,25.56140324,,,38.21036719,,,,21.40517163,,16.25874031,37.45268902,,,26.0087192,19.21365056,25.38159478,,27.9644386,31.9883541,27.52786673,,,,19.1531791,20.72129155,48.09033586,,24.88746976,,26.06265179,26.59777653,18.2131738,33.53625907,34.09130971,,20.2442178,6.599286564,,27.63597922,,16.54295909,,,29.0489436,24.30628457,24.70797107,24.31159314,,,,34.26791277,,,,,27.67326618,,21.89540273,19.86612673,,8.134726114,26.25816993,21.84440093,,13.36337963,25.22799608,,21.50250822,30.80357143,22.2885558,,33.54759586,38.64208953,38.64208953,27.76327612,,,,,29.19775238,,,,,15.13165468,22.84515561,,27.32741335,17.32108814,14.20970922,,22.32544784,,,38.88761415,,25.61760701,35.85887142,,,17.46647848,,39.12379941,18.6467561,24.6257048,24.23564005,32.85800756,,24.77800636,25.96454864,,22.00677921,,,,13.81930251,,,,30.76671336,14.63396892,,38.92285179,,39.59635816,,,,,,29.89097762,30.381099,18.28239085,18.28239085,,28.4178244,16.21031023,,,,,,,,19.74878212,,30.7517924,24.43890173,33.69127778,,,23.98528098,,24.8648652,19.66898303,,30.65700983,20.32312925,,,,6.251787684,,,25.83515713,22.03839839,29.08211105,20.95897876,,,41.61438595,,,,26.45058621,,,16.11086771
1977,12.41534931,,46.91473742,,,,,,30.9416888,,,27.00106168,29.70124082,,12.51051893,,11.5232178,24.00977493,,26.63427665,,17.75093422,,,19.1573373,,33.46482577,22.0691466,,,,19.56245445,11.19641139,,,28.48920857,24.36974664,,,11.55393597,,18.51475565,,15.30133021,33.87895996,18.75203379,,,26.59574128,24.26976921,27.33238036,,25.922409,,34.8853722,,24.4061957,,,21.78888622,26.48753497,31.51025063,31.94748709,31.94748709,24.48968389,23.99176604,23.41550892,,,,26.92889561,,25.76349635,25.74958182,,,25.77587866,,,27.98790814,,25.58416203,,58.0701246,13.27856836,,25.1963756,,,33.74401775,,,,20.03831694,,19.78049773,29.07441985,,,26.04797443,23.06079734,26.52147809,,28.48619732,33.37704812,28.09039045,,,,19.61373131,20.12761234,48.42888431,,27.35717271,,23.88216062,24.44195672,12.2262469,32.49219279,40.25202781,,23.72332115,6.398992645,,30.10570665,,23.31597208,,,29.5474165,24.57141652,25.1021221,24.70088456,,,,23.7953599,,,,,28.24002194,,22.7546208,17.80763869,,8.078257039,24.68406593,23.84662956,,15.58858407,23.82014913,,19.83054596,29.95222345,22.8457112,,34.5242815,40.5022659,40.5022659,28.33361591,,,,,32.50939491,,,,,16.02430498,23.78278387,,25.25091095,25.62536029,19.68237006,,23.60281827,,,38.10642265,,25.72637149,30.61890255,,,18.31142987,,29.33532034,21.60184829,24.68476397,21.23940845,30.62749655,,30.12073577,26.02599927,,15.09751889,,,,15.06351976,,,,30.59831699,15.25427905,,40.00405515,,35.24142064,,,,,,21.42441223,29.74624459,18.78437219,18.78437219,,26.365094,14.44502431,,,,,,,,15.56755515,,27.0123262,24.44363965,38.14264456,,,26.88475787,,34.34554927,20.19755156,,30.54427665,20.66647733,,,,6.049679487,,,25.21132904,23.52626973,29.58752394,21.48539449,,,50.27808819,,,,26.62979469,,,17.18569967
1978,13.87205375,,52.21935258,,,,,,27.80015957,,,25.85137106,26.52774768,,11.34070159,,11.54679855,22.88458339,,26.42134112,,16.06401038,,,24.69482195,,36.36363636,22.97322186,,,,18.3189338,14.03688618,,,31.24881269,23.57389485,,,10.88687069,,16.23124527,,18.91539964,37.60381373,18.28426355,,,27.3323232,23.46136179,29.76217101,,25.82472879,,37.2161941,,23.13527667,,,23.87174721,26.67680068,33.24660088,35.12482089,35.12482089,26.60325304,28.60038077,26.07450223,,,,47.90681972,,25.0751926,24.67549867,,,24.97351796,,,24.39675762,,24.31335427,,35.0148368,23.13292411,,25.49771124,,,32.7823325,,,,21.61894964,,21.69508568,20.50958429,,,26.30239577,24.34740456,28.72980346,,29.99387506,27.564063,29.50972575,,,,23.24717703,20.53415985,39.12511912,,28.45466723,,26.15581803,23.88776371,15.0452182,32.55271699,33.07769676,,29.78928932,20.69873418,,34.48448588,,20.2354431,,,32.12182484,25.17560165,25.5493332,25.3071006,,,,25.02157032,,,,,29.62476843,,25.28845109,21.76987712,,9.586574396,38.44136381,26.66948213,,15.91783593,21.51482521,,15.7171864,30.72866731,23.60549422,,34.1321273,36.85863719,36.85863719,29.76092162,,,,,25.43423868,,,,,18.27995111,23.62467051,,22.1714608,12.33952848,22.9935619,,24.71762668,,,29.93833235,,25.81800338,28.89591876,,,16.99048397,,32.86736445,22.62292708,27.19552802,21.41548737,30.77985519,,31.61935139,26.19498432,,16.61173309,,,,16.60703036,,,,36.28790377,15.25985826,,43.29186281,,37.86032916,,,,,,28.68843169,26.66879906,21.74903252,21.74903252,,24.17135433,20.04922067,,,,,,,,13.77028877,,23.55395812,25.58558879,29.45815893,,,28.16386659,,52.68816077,29.50918978,,30.75808205,15.14634301,,,,8.281536306,,,24.59604665,24.83178467,30.76613252,22.71022887,,,51.85880752,,,,27.18423054,,,10.69517526
1979,,,42.54592649,,,,,,25.85676946,,,27.889229,29.34455943,,12.8268106,,11.20387213,23.53333828,,25.95757327,,19.0221797,,,20.83139342,,37.21939539,22.7644531,,,,16.40009385,14.91621548,,,28.52036987,25.22629309,,,9.794197902,,,,18.7418211,36.29690312,18.15098539,,,25.96074349,25.31401397,27.96544933,,25.77083897,,38.72658021,,23.11801108,,,25.35507747,24.46938743,33.97191009,34.14501234,34.14501234,22.78524468,32.18702435,18.08502091,,,,42.69241856,,25.85243536,25.35815554,,,25.80378966,,,27.77615352,,24.85748726,,32.91964009,29.08966881,,27.42884494,,,32.0926725,,,,18.74510999,,21.83705949,30.99313777,,,27.03362875,24.54985584,32.63525925,,28.75652377,27.86246619,28.2924838,,,,22.43090117,20.93432088,25.00817107,,32.36029042,,26.98102824,24.42132307,19.21863682,34.22227182,31.54198473,,18.1327783,14.61917751,,37.47388303,,13.65098435,,,31.31615381,24.43076091,24.73442185,24.54057736,,,,32.746623,,,,,28.38837782,,24.24141418,19.25372568,,16.09393071,30.23713129,28.91392383,,15.47452634,23.37164517,,12.94302928,31.21727749,25.94664928,,27.27441742,29.61142066,29.61142066,28.49340265,,,,,24.49269055,,,,,15.81814037,22.74494565,,23.65674526,-5.739737945,25.83281469,,25.12157259,,,28.60179807,,26.63490845,26.01007367,,,17.11258754,,34.70514488,23.47789272,28.5639956,23.96636851,30.83045835,,30.59666182,27.02966957,,16.40078431,,,,12.03077868,,,,26.28197481,13.36612061,,32.94453406,,42.11681456,,,,,,22.98288868,27.37798471,21.26577437,21.26577437,,23.56355489,25.82129154,,,,,,,,14.24063771,,26.33015771,28.1308084,28.08132937,,,27.20522521,,48.81381825,31.16686812,,29.42847365,14.50271768,,,,6.580100747,,,24.74641802,25.11112025,29.44905907,24.04150048,,,38.24412599,,,,27.39279071,,,11.40963075
1980,,35.80583472,39.07692344,,,,,,25.25778629,,,27.12482239,28.78083107,,18.28802516,46.12728607,14.4393913,20.83988212,,26.55511126,23.31475419,15.15656795,,29.91478707,17.11711712,,40.05214966,23.34647495,,,33.99635532,15.10695056,13.88576799,,,20.98283879,23.84272629,,,7.007125589,,,,22.10260864,34.60519308,19.06853774,18.04216914,,35.76581576,26.5747299,26.53611796,,26.26956589,,37.81401897,,20.12435332,,,24.62987887,25.30346577,33.08918424,32.85377881,32.85377881,25.3748809,27.5,13.27379191,,,,40.65291038,,26.56376522,25.6700009,,,26.47638821,,,31.24758594,,25.74805764,,27.53815528,26.69547522,29.20353982,27.20555904,,,30.61386736,,,,15.86556158,,28.18096136,32.75862069,,,26.27683854,22.70191474,34.85332721,,28.86359182,30.06944459,28.47790027,,,,21.07764677,20.87150159,47.86489312,,27.26641152,,23.52696792,26.76768941,15.90580545,33.95775788,37.17376374,,24.50714062,23.89411765,,34.03062547,,13.92068172,,,30.54487842,24.31182684,24.49922489,24.39478597,,,,37.04275513,,,,,28.55866445,,23.42137554,22.01730134,,46.58965819,24.74380659,30.42132513,,,22.57686505,,18.37399337,20.73128665,25.72981767,,30.95236217,38.89271809,38.89271809,28.63932009,,,,,30.35348265,,,23.91904795,,18.28615598,23.61336182,,21.52702815,16.77885309,28.11320797,,23.35859306,,,28.2880743,,25.94545898,22.29321427,,,17.66853561,,35.31144974,25.20929688,28.7628533,30.34008913,29.0864783,,34.0225501,26.30879505,,17.13620715,,,,16.14038306,,,,22.90948186,14.63599881,,38.31616944,16.20943315,45.02814114,,,,,25.07142857,42.39581572,31.35637804,20.65016455,20.65016455,,24.37211389,33.76824447,,,,,,,,14.66297281,,27.68831001,32.05243586,29.55945024,,,29.14192413,,28.44646755,30.05580142,,29.36025985,18.16426414,,,,6.154538369,,,21.27274981,23.31027082,29.80523977,17.34631903,,,29.9213221,,,,26.88383818,,,16.93697893
1981,,36.38611565,36.9905948,,,,,,22.69108872,,,28.71790827,26.92647655,,18.84332282,41.61363602,17.15576644,23.4270415,,22.57300141,25.10424809,15.67675224,,32.09494668,15.97222222,,43.40567613,23.08412049,,,35.48781365,14.13092965,17.0061756,,,27.18770913,25.38127756,,,8.739405813,,,,23.43476367,32.94874956,20.62399478,18.04235589,,48.16318996,29.02664822,25.94047338,,26.14812672,,33.81278141,,17.01365319,,,22.70376787,24.61318909,32.0433804,31.7133832,31.7133832,25.82635515,32.09875036,14.24415139,,,,31.04412058,0,24.24876438,23.45063218,,,24.10780214,,,28.3972995,,23.51853486,,36.35064316,25.33389988,25.20325203,24.60613159,,,25.02019229,,,,17.03165901,,25.74569319,31.37132319,,,25.53986162,19.31158551,34.93933563,,28.14844835,29.78018462,28.64276745,52.68024114,,36.87813947,20.83003515,21.38449294,40.07582143,,27.80361927,,22.17393362,24.69333446,20.29810247,32.75942815,46.02747291,,22.91344169,35.19166667,,32.15998454,,16.63087788,,,29.737846,24.14337913,24.26477574,24.25704976,,,,37.59910761,,,,,28.69685874,,28.58295389,21.42179,,35.68788595,17.62476311,34.98689532,,,24.83642783,,21.2463785,25.25222843,25.94430226,,29.11934555,36.25918664,36.25918664,28.85214352,,,69.95587188,,31.71888457,,,23.07869718,,17.60720707,20.6982985,17.06555676,25.26595745,23.59401806,20.29157548,89.38105309,24.3770871,,,27.76887399,,25.27804114,22.95696873,,,18.76626551,,35.6288534,27.248394,28.82547916,34.77178755,27.46274805,,35.84753187,25.59997052,,14.33907632,,,,13.29908654,,,,21.15903813,15.67236098,,32.4166837,19.09147191,44.78321033,,,,,23.37423313,27.56462995,34.11518408,20.56646567,20.56646567,,22.70685625,27.77483677,,,,,43.69484615,43.91689597,43.69484615,19.31146941,,24.03362817,29.22463132,24.91067537,,,29.67530952,,23.82408929,29.56077027,,32.32820759,17.86988989,,,,5.608315262,,,19.18921233,24.27685699,28.91726743,21.39046357,,,27.75409526,,,,26.38998061,,,20.81589802
1982,,39.28290013,37.28323756,,,,,,21.75494795,,,29.87575022,24.58013056,,21.46613445,36.27808579,17.36327909,19.24391286,,21.59879209,19.27676824,27.60441693,,35.17975628,15.6424581,,37.65848524,21.09376443,,,34.12952814,17.92663493,14.45739664,,,24.79631653,19.99648373,,,6.669374574,,3.161763905,,11.71796049,31.98010242,20.4871425,18.04233181,,59.73239437,24.68609352,23.18829037,,25.59878371,,31.7201665,,18.27134084,,,19.23821274,23.2659207,31.21647104,31.00049336,31.00049336,21.7648178,28.94994656,13.22141213,,,,30.18845297,0,23.64520309,23.11325591,,,23.55202792,,,28.67322384,,23.79788699,,35.0155606,22.46033002,26.15384615,23.15102159,,,29.78698159,,,,14.14477392,,28.25955486,24.96542185,,,24.3279734,12.92812853,30.98339328,,26.52351987,31.16874165,27.052158,51.34503717,,35.77944455,20.98186221,22.58345268,26.77318771,,27.21710847,,24.16242702,23.73429147,20.86891238,31.5966339,39.44481484,,21.86021484,46.2825,,31.96698704,,25.19356841,,,28.56012491,21.8158703,22.35157776,21.93857538,,,,,,,,,27.22858807,,28.3639578,21.68689758,22.2364308,26.3480536,21.40333976,37.31369511,,,28.93152305,,23.90598527,18.1663113,21.55988646,,27.87478129,29.90287101,29.90287101,27.37860124,,,70.22934006,,33.42852203,,,18.264544,,17.14857376,19.68464891,18.13253347,26.47838929,18.77746918,20.58823621,85.93389861,21.88189625,,,28.76126878,,23.9424503,26.59615519,,,19.26431165,,33.81247623,32.15755774,25.63171605,35.09903169,27.8752873,,35.37789829,24.34860602,,9.036518295,,,,17.77822041,,,,25.85353233,20.81617517,,32.3153116,13.38111561,46.27029063,,,,,20.6557377,29.28017418,26.52871889,20.82434773,20.82434773,,22.58306222,30.76140188,,,,,39.51334387,39.76181165,39.51334387,18.86123136,,23.59172491,28.8939661,25.39355833,,,26.51654201,,21.33332902,31.22252545,,31.72716676,16.95259336,,,,9.092996556,,,19.98027777,22.07008277,27.14039583,19.79651878,,,31.2963319,,,,25.10903119,,,19.05373569
1983,,37.37334629,37.5695321,,,,,,20.88775231,,,25.33609647,23.04242347,,20.33125577,43.85501994,16.56273677,16.94690265,,18.75908908,19.5611307,17.32151508,,38.5149227,13.21656051,,29.38912004,16.68204411,,,32.88992641,17.13226585,22.82679966,,,25.97784573,20.29969668,,,11.83265505,,2.732897275,,12.15699214,31.92586289,19.8932137,18.04225694,,38.43843856,24.18175913,18.41277178,,25.33632734,,30.11348713,,18.36426446,,,19.76254007,23.46092417,30.71065372,31.74327913,31.74327913,20.66603512,30.82706767,12.05513897,,,,32.77840634,0,22.75988701,22.53006435,,,22.71465633,,,28.39462221,,21.75040583,,35.18532848,18.88316426,31.06060606,23.93920751,3.749769069,,28.64299717,,,,11.07182272,,22.66192627,21.38964578,,14.17307996,23.9633881,12.69070323,26.66961216,,25.80824798,23.36470698,26.13590001,45.9764973,,31.36962434,20.04817121,29.40177156,36.26825043,,23.34748328,,24.59693303,22.24825114,22.25876677,30.12303596,33.01242584,,20.92506552,46.1547619,,32.47674431,,24.78597595,,,27.54688508,17.96562378,18.31199915,17.9674219,,,,,,,,,26.32858498,,26.7392934,21.25137726,24.64460638,25.99914214,22.79749637,37.57026858,,,27.48765096,,18.44318619,17.46454595,19.78151126,37.74647887,32.18123361,33.7052666,33.7052666,26.48640951,,,58.00629748,,26.3485595,,,17.10809755,,19.63270053,20.54452252,16.7307576,26.85122604,22.48170603,12.54548037,75.75313499,22.07571883,,,26.37899555,,23.4626141,26.48271931,,,18.78826632,,22.47101539,29.43756826,21.22673136,26.5259065,29.59490838,,29.32033543,23.89661359,,10.10731278,,,,13.53058234,,,,34.35052987,20.90450621,,21.19045221,14.27962262,46.45068054,,,,,25.31400966,22.42062678,27.17322107,19.94805727,19.94805727,,21.72842693,28.89120978,,,,,35.02720566,35.23271945,35.02720566,14.75343951,,23.4216698,29.35056207,25.32177838,,,29.97527632,,20.59629873,29.3462011,,33.49623331,16.28529103,,,,7.409611665,,,20.89608921,22.2529869,26.42465896,14.25354201,,23.80517317,14.19092436,,,,24.60117374,,,14.30515734
1984,,32.92553508,35.16442287,,,,,,19.96409245,,,26.66910366,23.77499106,,16.34902749,42.58086483,16.48425757,13.80583241,,19.8182694,23.24196367,12.78031782,,37.45126701,19.67230062,,29.44353062,15.74056011,,,33.20335071,14.16662848,18.37083548,,,25.94366095,21.03975509,,,12.30714187,,4.830397245,,19.3081832,34.37840615,18.96497004,18.04228943,,30.39123631,22.69946366,11.6507777,,25.50139111,,33.59503199,,20.60271185,,,17.87777246,22.36939744,31.20887161,32.8144081,32.8144081,18.78183489,30.37974684,11.96044967,,,,28.70459219,0,22.61683152,22.58966343,,,22.67151067,,,27.22970445,,21.22922648,,32.96491454,18.31340466,32.85714286,23.7018946,6.876822602,,29.80527408,,,,11.57233356,,37.72455649,27.42032307,,12.76949263,24.99270762,15.96335499,24.41792116,,26.15823412,25.7552676,26.17488786,37.81935004,,26.43928393,21.0303611,24.88467494,33.04526809,,22.30221064,,22.985746,23.31173242,23.12229467,30.06064597,29.91045714,,19.81103195,33.90851064,,32.297977,,21.02413113,,6.178861969,28.85813169,17.64758336,17.67636825,17.59858813,,,,,,,,,26.29659537,,25.09922704,21.58725557,22.45762712,26.82163614,12.87923233,33.56002514,,,26.51172779,,17.08181128,22.04038997,18.93074176,,30.70648854,32.31284744,32.31284744,26.48053797,,,57.8003324,,31.1128523,,,13.21807385,,18.66209766,21.13439562,14.54671925,29.01759004,22.22851493,3.148002948,58.94737865,24.72771557,,,27.52632847,,24.50681641,29.97144311,,,18.27075621,,18.62681539,26.99568265,22.30123562,23.44461433,20.34754357,,23.05838266,24.98922473,,13.75335289,,,,15.8065743,,,,32.8288179,20.3012086,,21.67400056,12.70562374,46.92765945,,,,,15.80745342,24.20012579,25.54336395,20.6023378,20.6023378,,20.59604873,25.82701339,,,,,29.49001115,29.57913593,29.49001115,8.540778536,,24.42052943,26.83200055,25.45739796,,,29.47311368,,15.04142832,23.93765964,,35.89919531,16.18031468,,,,8.139835364,,,21.99987675,25.09581775,26.81847097,12.1267005,,19.86469407,16.93692986,,,,25.3444005,,,17.0355046
1985,,33.93195914,34.56916946,,,0,,,17.58906692,,,28.06504605,24.44925795,,19.17094063,35.6492608,15.8309437,13.11463845,,18.977262,21.66314919,8.939973748,,43.54278831,19.46433839,,22.99441288,19.20075347,,,32.19727998,22.95327815,13.86112932,,,24.88494696,21.61802941,,,15.38406105,,7.302372473,,17.04520532,39.06410689,19.0409037,18.04234217,,30.28430264,25.88917329,12.95138474,,28.76320219,,30.34003462,,22.09975165,,,17.37191114,20.98638028,32.55318297,36.14295913,36.14295913,18.95160655,29.75871314,10.84582427,,,,26.21806854,0,22.39086082,22.53037078,,,22.57740606,,,26.94651901,,21.16857972,,41.99266911,15.08618238,34.28571429,23.11530704,9.570089317,,31.34407874,,,,11.49741958,,35.10014044,35.79487179,,13.57576925,24.4328504,15.87987036,21.50017258,,27.76748753,23.08559389,27.53151478,32.33905867,14.76727729,23.80040392,22.65401294,25.34694597,24.27498805,,19.55589431,,19.50511681,23.17087622,24.30381182,30.01168763,21.05309898,,25.32482373,38.12826087,,32.27005198,,18.85428392,,7.042253955,32.03864213,19.01269096,19.25271053,18.97478117,,,,,,,,,27.70657504,,23.74950166,17.70544079,22.94930021,18.76390559,18.58707389,27.5809991,,12.84284932,25.78056083,,19.68572457,23.4685281,20.00977669,,24.68980248,27.78009008,27.78009008,27.90511909,,,62.79199118,,30.67794612,,,9.930159953,,22.55613274,21.46813371,14.03508628,27.03061203,23.13860585,12.74721907,46.39087543,23.95507528,,,27.49990221,,24.21180915,27.5789238,,,18.32547225,,19.12100941,19.83004332,20.77350704,20.92489521,14.34681569,,21.40328936,24.64618512,26.3016617,12.32478363,,,,17.30935063,,,,21.45307225,18.82053008,,22.69897917,10.92325265,41.09923941,,,,,18.08139535,29.80036269,22.04957623,21.86417194,21.86417194,,20.81940465,23.82263279,,,,,23.4780616,23.47886638,23.4780616,9.492303393,,26.78809067,27.61036629,25.52161922,,,28.24458054,,16.63357536,26.38433452,,30.16257498,16.51322819,,,,8.732018454,,,21.81433528,24.18834016,28.94809746,11.37877294,,25.82342177,17.90326225,,,,25.31945388,,,17.81997681
1986,,32.03483542,33.55592415,,,0,,,17.46176421,,,28.54711036,23.73376091,,18.42264914,26.62716738,16.17645483,13.61066495,,18.56559211,20.13211451,13.46444464,,41.65970326,13.56249118,,21.48534526,19.09310889,,,35.87634137,20.13659159,11.64423,,,25.51283406,21.77042616,,,12.77946311,,8.132939986,,18.86842175,37.72700169,18.00116265,18.04236517,,29.45062753,25.20973983,12.06341005,,25.540928,,25.92291888,,23.78456876,,,19.57190292,20.80602809,31.96709413,34.83401432,34.83401432,23.56884713,29.47845805,13.25116993,,,,19.9551788,0,22.40442928,22.78210769,,,22.57918384,,,26.05713557,,21.75691999,,46.36463901,16.59925327,29.9270073,23.13548743,9.362075742,,30.33360799,,,,10.33274397,14.93001653,23.77964046,40.1382507,,13.54517662,24.33533939,12.6961513,23.43249357,,27.07678852,20.4866426,26.99604731,36.16820118,14.75679167,25.7159436,22.07951482,27.64651732,22.21311825,,18.35899379,,19.14702452,21.74808384,16.94417282,29.97070315,19.83425003,,21.76803717,46.93333333,,32.61401086,,22.10997561,,6.931279694,30.85175875,18.68547422,18.84049294,18.71019701,,,,,,,,,27.12765839,14.44809582,23.55137909,21.19335159,25.41118421,20.50558138,12.46992601,25.98541777,,16.63634227,23.39094667,,20.80849919,21.92893401,17.83419879,,23.45935654,26.09770347,26.09770347,27.31131447,,,63.8526573,,27.48215829,,,8.14870118,,20.26415907,22.7171107,20.8882825,25.1082774,16.89278248,11.60145542,54.95058655,23.56182198,,,32.89168656,,24.12644774,32.11209093,,,18.76365318,,21.65171078,19.73720017,22.90255789,22.41772758,15.23714581,,23.17210505,24.56357835,29.75622839,10.2620256,,,,15.87481472,,,,19.45949045,13.56223741,,22.79861355,10.63640974,36.55811428,,,,,18.52861035,25.19957638,21.02094122,21.43966549,21.43966549,,21.72842057,23.65969444,,,,,25.10400315,25.13747236,25.10400315,14.36951309,,24.99133259,29.75046816,23.85878003,,,25.87231091,,18.82961335,24.1313063,,26.60046925,18.84755664,,,,8.446924527,,,21.57084819,23.74062452,28.28713746,11.18166228,,28.58604139,20.26029699,14.42403733,,,25.09542036,,,18.056359
